0,1,2,3
#M-C=65.33,-211.33,-78.17,1594397459.4790637
#G-C=-4.00,-3.00,-1.00,1594397459.4842498
#A-C=-8.19,13.31,242.69,1594397459.493306
#M-C=65.17,-211.33,-78.00,1594397459.4995475
#G-C=5.00,-4.00,-5.00,1594397459.5061216
#A-C=-8.19,14.34,240.64,1594397459.5132558
#M-C=65.33,-211.33,-77.83,1594397459.519145
#G-C=4.00,0.00,0.00,1594397459.5246823
#A-C=-7.17,13.31,242.69,1594397459.5333216
#M-C=65.33,-211.67,-77.83,1594397459.5406096
#G-C=6.00,-2.00,0.00,1594397459.5467837
#A-C=-9.22,14.34,241.66,1594397459.5531502
#M-C=65.50,-211.33,-77.67,1594397459.5594099
#G-C=0.00,-6.00,2.00,1594397459.5634985
#A-C=-9.22,13.31,242.69,1594397459.5732224
#M-C=65.17,-211.17,-78.17,1594397459.579464
#G-C=1.00,-3.00,-3.00,1594397459.5845447
#A-C=-8.19,11.26,243.71,1594397459.5932906
#M-C=65.33,-211.17,-78.33,1594397459.599015
#G-C=5.00,-3.00,-3.00,1594397459.6041656
#A-C=-9.22,11.26,242.69,1594397459.6133096
#M-C=65.00,-211.33,-77.83,1594397459.6190052
#G-C=1.00,-2.00,-1.00,1594397459.624082
#A-C=-8.19,11.26,241.66,1594397459.6331663
#M-C=64.83,-210.83,-77.83,1594397459.6392787
#G-C=6.00,-5.00,6.00,1594397459.644421
#A-C=-8.19,14.34,243.71,1594397459.6532495
#M-C=64.83,-211.50,-77.67,1594397459.6590173
#G-C=7.00,-5.00,-4.00,1594397459.664067
#A-C=-8.19,12.29,244.74,1594397459.6732118
#M-C=65.67,-211.67,-78.33,1594397459.6790776
#G-C=3.00,-8.00,-9.00,1594397459.685281
#A-C=-8.19,12.29,242.69,1594397459.6931765
#M-C=65.33,-211.33,-78.17,1594397459.6995153
#G-C=6.00,-7.00,-6.00,1594397459.704634
#A-C=-9.22,13.31,242.69,1594397459.7132146
#M-C=65.33,-211.00,-77.67,1594397459.7193582
#G-C=3.00,-9.00,0.00,1594397459.7245
#A-C=-9.22,13.31,242.69,1594397459.7332594
#M-C=65.00,-211.50,-77.67,1594397459.73944
#G-C=4.00,-4.00,-2.00,1594397459.7445872
#A-C=-9.22,12.29,242.69,1594397459.7532246
#M-C=65.33,-211.67,-77.67,1594397459.759313
#G-C=3.00,-7.00,0.00,1594397459.7645855
#A-C=-9.22,12.29,242.69,1594397459.7731452
#M-C=65.00,-211.33,-77.83,1594397459.7794323
#G-C=4.00,-4.00,0.00,1594397459.7845197
#A-C=-9.22,13.31,241.66,1594397459.7932372
#M-C=65.50,-211.33,-78.50,1594397459.799447
#G-C=-4.00,-3.00,-5.00,1594397459.8045292
#A-C=-8.19,13.31,241.66,1594397459.8132968
#M-C=65.17,-211.17,-78.00,1594397459.8194242
#G-C=6.00,-8.00,-2.00,1594397459.8245466
#A-C=-9.22,12.29,241.66,1594397459.833253
#M-C=65.00,-211.67,-78.33,1594397459.839232
#G-C=1.00,-5.00,-9.00,1594397459.8454175
#A-C=-9.22,12.29,242.69,1594397459.853175
#M-C=65.33,-211.67,-77.83,1594397459.859055
#G-C=5.00,-5.00,-5.00,1594397459.8638058
#A-C=-9.22,12.29,241.66,1594397459.8732991
#M-C=65.17,-211.50,-78.67,1594397459.8792713
#G-C=3.00,-6.00,4.00,1594397459.884431
#A-C=-9.22,12.29,241.66,1594397459.8933477
#M-C=65.00,-210.67,-78.33,1594397459.8993979
#G-C=3.00,-5.00,0.00,1594397459.905525
#A-C=-9.22,12.29,242.69,1594397459.9133198
#M-C=65.00,-211.67,-78.33,1594397459.9190283
#G-C=6.00,-7.00,-3.00,1594397459.9241264
#A-C=-9.22,12.29,242.69,1594397459.9331472
#M-C=65.17,-211.33,-78.00,1594397459.9392483
#G-C=8.00,-6.00,-2.00,1594397459.944272
#A-C=-9.22,12.29,242.69,1594397459.9532144
#M-C=65.33,-211.33,-78.50,1594397459.9590578
#G-C=1.00,-4.00,-3.00,1594397459.9642832
#A-C=-9.22,12.29,241.66,1594397459.9731574
#M-C=65.33,-211.17,-78.50,1594397459.979521
#G-C=3.00,-5.00,-2.00,1594397459.9850466
#A-C=-9.22,13.31,241.66,1594397459.993257
#M-C=65.33,-211.33,-78.67,1594397459.9991543
#G-C=-1.00,-2.00,-7.00,1594397460.0036917
#A-C=-9.22,13.31,243.71,1594397460.013276
#M-C=65.00,-211.17,-78.67,1594397460.0190015
#G-C=-2.00,-5.00,-2.00,1594397460.0237112
#A-C=-8.19,13.31,242.69,1594397460.033109
#M-C=65.00,-211.67,-78.67,1594397460.0391
#G-C=13.00,-2.00,-3.00,1594397460.0442064
#A-C=-8.19,13.31,242.69,1594397460.0532837
#M-C=65.33,-211.17,-78.00,1594397460.0593555
#G-C=0.00,-5.00,-8.00,1594397460.0644147
#A-C=-8.19,12.29,242.69,1594397460.073325
#M-C=64.83,-211.50,-78.50,1594397460.079361
#G-C=5.00,-3.00,-1.00,1594397460.08457
#A-C=-8.19,14.34,242.69,1594397460.0932627
#M-C=65.00,-211.17,-77.83,1594397460.0992076
#G-C=0.00,-8.00,3.00,1594397460.1053927
#A-C=-8.19,12.29,242.69,1594397460.1131966
#M-C=65.17,-211.50,-78.17,1594397460.119093
#G-C=4.00,-5.00,-3.00,1594397460.1254458
#A-C=-10.24,12.29,241.66,1594397460.1342254
#M-C=65.00,-211.17,-77.50,1594397460.1393955
#G-C=2.00,-6.00,-6.00,1594397460.1445153
#A-C=-8.19,12.29,240.64,1594397460.1532032
#M-C=64.33,-211.33,-78.00,1594397460.1590064
#G-C=10.00,-6.00,-3.00,1594397460.1640568
#A-C=-9.22,12.29,242.69,1594397460.1735933
#M-C=65.17,-211.00,-77.83,1594397460.1806026
#G-C=4.00,0.00,0.00,1594397460.1861446
#A-C=-8.19,12.29,242.69,1594397460.1932278
#M-C=64.83,-211.00,-78.00,1594397460.1990666
#G-C=2.00,-4.00,-2.00,1594397460.2057886
#A-C=-8.19,12.29,241.66,1594397460.2132566
#M-C=64.83,-211.00,-77.67,1594397460.2190027
#G-C=-4.00,-5.00,-4.00,1594397460.223261
#A-C=-8.19,13.31,241.66,1594397460.2330859
#M-C=64.83,-211.17,-78.17,1594397460.239021
#G-C=7.00,-2.00,-5.00,1594397460.2440188
#A-C=-10.24,13.31,242.69,1594397460.2532403
#M-C=64.83,-211.50,-77.83,1594397460.2593086
#G-C=-5.00,-5.00,-6.00,1594397460.2644386
#A-C=-8.19,13.31,242.69,1594397460.2732847
#M-C=65.17,-211.50,-78.00,1594397460.279024
#G-C=5.00,-5.00,-4.00,1594397460.284311
#A-C=-8.19,13.31,242.69,1594397460.2932417
#M-C=64.83,-211.17,-78.00,1594397460.2991147
#G-C=6.00,-6.00,2.00,1594397460.3040948
#A-C=-8.19,13.31,240.64,1594397460.3131394
#M-C=64.83,-211.33,-78.17,1594397460.319642
#G-C=4.00,-3.00,1.00,1594397460.3247
#A-C=-8.19,12.29,240.64,1594397460.3330112
#M-C=65.17,-211.50,-77.83,1594397460.3391883
#G-C=5.00,-4.00,3.00,1594397460.3442347
#A-C=-8.19,13.31,241.66,1594397460.3530731
#M-C=65.00,-211.50,-78.17,1594397460.359111
#G-C=-1.00,-7.00,-7.00,1594397460.3641236
#A-C=-9.22,12.29,242.69,1594397460.373123
#M-C=64.33,-211.17,-78.17,1594397460.3790667
#G-C=-1.00,-8.00,3.00,1594397460.3845072
#A-C=-8.19,12.29,242.69,1594397460.3933535
#M-C=65.17,-211.50,-78.00,1594397460.3990197
#G-C=1.00,-5.00,-6.00,1594397460.4045684
#A-C=-8.19,12.29,243.71,1594397460.4130032
#M-C=64.67,-210.50,-78.00,1594397460.4190943
#G-C=5.00,-4.00,-1.00,1594397460.425566
#A-C=-9.22,13.31,241.66,1594397460.4330778
#M-C=64.83,-211.00,-78.33,1594397460.4390087
#G-C=11.00,-7.00,-4.00,1594397460.4440444
#A-C=-7.17,12.29,240.64,1594397460.4530032
#M-C=64.67,-211.83,-78.17,1594397460.4594612
#G-C=2.00,-3.00,-3.00,1594397460.464573
#A-C=-9.22,12.29,237.57,1594397460.4731877
#M-C=64.83,-211.00,-78.00,1594397460.4791343
#G-C=2.00,-3.00,1.00,1594397460.4845717
#A-C=-8.19,14.34,241.66,1594397460.4932292
#M-C=65.17,-211.50,-78.33,1594397460.4990213
#G-C=2.00,-7.00,1.00,1594397460.504688
#A-C=-9.22,12.29,241.66,1594397460.5133517
#M-C=65.00,-211.33,-78.17,1594397460.5190964
#G-C=6.00,0.00,0.00,1594397460.5258155
#A-C=-9.22,12.29,241.66,1594397460.5331268
#M-C=65.00,-211.00,-78.50,1594397460.5390081
#G-C=-7.00,-7.00,0.00,1594397460.5444965
#A-C=-10.24,14.34,243.71,1594397460.5531104
#M-C=64.83,-211.50,-77.83,1594397460.559093
#G-C=7.00,-2.00,-1.00,1594397460.5653021
#A-C=-9.22,12.29,242.69,1594397460.573185
#M-C=64.50,-211.67,-78.83,1594397460.5791075
#G-C=8.00,-6.00,-4.00,1594397460.5840557
#A-C=-8.19,12.29,241.66,1594397460.593052
#M-C=65.17,-210.83,-77.67,1594397460.5991147
#G-C=-4.00,-7.00,-5.00,1594397460.6045945
#A-C=-7.17,12.29,242.69,1594397460.6130803
#M-C=65.17,-211.33,-78.83,1594397460.6196375
#G-C=9.00,-4.00,-1.00,1594397460.6244721
#A-C=-9.22,12.29,242.69,1594397460.6332998
#M-C=64.67,-211.33,-78.00,1594397460.6395648
#G-C=7.00,3.00,-2.00,1594397460.645535
#A-C=-8.19,11.26,241.66,1594397460.6531954
#M-C=65.17,-211.50,-78.33,1594397460.6590154
#G-C=4.00,-5.00,-2.00,1594397460.6640625
#A-C=-9.22,12.29,241.66,1594397460.673274
#M-C=65.00,-211.17,-78.00,1594397460.6793876
#G-C=2.00,-4.00,-2.00,1594397460.6860266
#A-C=-10.24,13.31,242.69,1594397460.693312
#M-C=64.67,-211.67,-78.17,1594397460.6992378
#G-C=6.00,-3.00,-1.00,1594397460.7058303
#A-C=-8.19,12.29,241.66,1594397460.7132852
#M-C=65.00,-211.50,-78.00,1594397460.7197325
#G-C=-3.00,-4.00,-6.00,1594397460.7257483
#A-C=-9.22,12.29,240.64,1594397460.7331054
#M-C=65.00,-211.33,-78.17,1594397460.739654
#G-C=-2.00,-3.00,1.00,1594397460.7446303
#A-C=-9.22,13.31,241.66,1594397460.7531552
#M-C=65.00,-211.00,-78.17,1594397460.7595925
#G-C=6.00,-4.00,-1.00,1594397460.7645614
#A-C=-9.22,13.31,241.66,1594397460.7730746
#M-C=64.67,-211.67,-78.50,1594397460.779017
#G-C=0.00,0.00,5.00,1594397460.7849412
#A-C=-8.19,12.29,242.69,1594397460.7932513
#M-C=65.17,-211.17,-78.33,1594397460.7990913
#G-C=7.00,-3.00,-3.00,1594397460.8054311
#A-C=-9.22,13.31,242.69,1594397460.8132927
#M-C=65.00,-212.00,-79.00,1594397460.8205748
#G-C=0.00,-3.00,256.00,1594397460.8257551
#A-C=-9.22,11.26,241.66,1594397460.8330963
#M-C=64.67,-211.00,-78.00,1594397460.8391109
#G-C=5.00,-1.00,-2.00,1594397460.843893
#A-C=-8.19,12.29,242.69,1594397460.853177
#M-C=65.67,-212.17,-78.50,1594397460.8596435
#G-C=5.00,-6.00,-3.00,1594397460.864783
#A-C=-7.17,11.26,242.69,1594397460.8732657
#M-C=64.67,-211.00,-78.00,1594397460.8789985
#G-C=8.00,-1.00,-8.00,1594397460.8849542
#A-C=-8.19,12.29,243.71,1594397460.8932316
#M-C=64.83,-211.67,-78.50,1594397460.8990595
#G-C=0.00,-7.00,0.00,1594397460.9054613
#A-C=-9.22,13.31,241.66,1594397460.9131675
#M-C=65.33,-211.67,-77.83,1594397460.9193316
#G-C=5.00,-6.00,-4.00,1594397460.9252024
#A-C=-8.19,13.31,242.69,1594397460.9331577
#M-C=65.17,-211.50,-78.00,1594397460.9393096
#G-C=1.00,-6.00,-2.00,1594397460.944077
#A-C=-9.22,12.29,241.66,1594397460.9541912
#M-C=65.33,-211.17,-78.00,1594397460.9595554
#G-C=12.00,2.00,-2.00,1594397460.964671
#A-C=-8.19,11.26,241.66,1594397460.97318
#M-C=64.83,-211.17,-78.00,1594397460.9789836
#G-C=-2.00,-3.00,-7.00,1594397460.983827
#A-C=-10.24,12.29,242.69,1594397460.99328
#M-C=64.83,-211.50,-78.50,1594397460.999087
#G-C=3.00,-7.00,4.00,1594397461.00494
#A-C=-10.24,13.31,242.69,1594397461.0132763
#M-C=64.83,-211.83,-78.33,1594397461.0191014
#G-C=11.00,-2.00,-2.00,1594397461.0245795
#A-C=-9.22,12.29,241.66,1594397461.033103
#M-C=65.33,-211.17,-77.67,1594397461.0391216
#G-C=8.00,-8.00,-2.00,1594397461.0452945
#A-C=-9.22,12.29,242.69,1594397461.0541875
#M-C=64.83,-211.17,-78.17,1594397461.0604086
#G-C=6.00,-6.00,-2.00,1594397461.066452
#A-C=-8.19,12.29,239.62,1594397461.0731404
#M-C=65.33,-211.33,-78.33,1594397461.0790453
#G-C=6.00,-4.00,-3.00,1594397461.084098
#A-C=-9.22,13.31,243.71,1594397461.0932264
#M-C=65.17,-211.00,-77.83,1594397461.0994167
#G-C=2.00,-2.00,-2.00,1594397461.10544
#A-C=-8.19,13.31,242.69,1594397461.1133268
#M-C=65.00,-211.00,-78.17,1594397461.1191475
#G-C=0.00,-7.00,-7.00,1594397461.1256986
#A-C=-9.22,13.31,241.66,1594397461.1331358
#M-C=65.17,-211.33,-78.00,1594397461.1390398
#G-C=0.00,-7.00,-3.00,1594397461.1445184
#A-C=-9.22,13.31,240.64,1594397461.1530864
#M-C=65.00,-211.17,-78.17,1594397461.1591198
#G-C=10.00,-1.00,2.00,1594397461.1643126
#A-C=-8.19,13.31,241.66,1594397461.1731265
#M-C=65.17,-211.33,-78.17,1594397461.1790686
#G-C=-4.00,-7.00,-1.00,1594397461.184165
#A-C=-8.19,12.29,242.69,1594397461.1931663
#M-C=64.83,-211.17,-77.83,1594397461.1993656
#G-C=-2.00,-7.00,1.00,1594397461.204442
#A-C=-8.19,11.26,244.74,1594397461.2132227
#M-C=64.83,-211.17,-78.17,1594397461.2190351
#G-C=249.00,-5.00,2.00,1594397461.2242389
#A-C=-10.24,11.26,243.71,1594397461.2330933
#M-C=65.00,-211.17,-78.00,1594397461.2390552
#G-C=5.00,-4.00,-4.00,1594397461.244174
#A-C=-9.22,13.31,241.66,1594397461.2531989
#M-C=64.83,-211.00,-78.00,1594397461.25919
#G-C=5.00,-6.00,-1.00,1594397461.265222
#A-C=-8.19,12.29,241.66,1594397461.273285
#M-C=65.17,-211.00,-78.50,1594397461.2790217
#G-C=0.00,-8.00,-2.00,1594397461.2841427
#A-C=-8.19,12.29,238.59,1594397461.2932827
#M-C=65.00,-211.17,-77.67,1594397461.299502
#G-C=4.00,-4.00,-3.00,1594397461.3057072
#A-C=-11.26,15.36,239.62,1594397461.313263
#M-C=65.00,-211.50,-78.00,1594397461.3190608
#G-C=-2.00,-6.00,1.00,1594397461.3243713
#A-C=-8.19,12.29,239.62,1594397461.3331275
#M-C=65.00,-211.17,-78.17,1594397461.339453
#G-C=13.00,0.00,-4.00,1594397461.3445282
#A-C=-9.22,13.31,241.66,1594397461.3532171
#M-C=64.83,-210.83,-78.50,1594397461.36039
#G-C=4.00,-10.00,1.00,1594397461.365341
#A-C=-10.24,13.31,239.62,1594397461.373056
#M-C=64.83,-211.17,-78.00,1594397461.3790088
#G-C=12.00,-10.00,-1.00,1594397461.3831697
#A-C=-9.22,13.31,242.69,1594397461.3933053
#M-C=64.83,-211.00,-78.33,1594397461.400616
#G-C=10.00,-7.00,-1.00,1594397461.4076955
#A-C=-7.17,13.31,241.66,1594397461.413292
#M-C=65.00,-210.50,-77.83,1594397461.4190595
#G-C=0.00,-2.00,0.00,1594397461.4245706
#A-C=-8.19,12.29,243.71,1594397461.4331028
#M-C=65.00,-211.50,-78.50,1594397461.439085
#G-C=9.00,-8.00,-5.00,1594397461.4444554
#A-C=-8.19,11.26,243.71,1594397461.45321
#M-C=65.50,-211.50,-78.00,1594397461.460807
#G-C=5.00,-2.00,-3.00,1594397461.4664972
#A-C=-10.24,14.34,242.69,1594397461.473035
#M-C=65.67,-211.33,-79.17,1594397461.4789963
#G-C=3.00,-5.00,-5.00,1594397461.4833052
#A-C=-8.19,12.29,242.69,1594397461.4932857
#M-C=65.17,-211.00,-78.33,1594397461.4995856
#G-C=2.00,-9.00,4.00,1594397461.5062077
#A-C=-9.22,11.26,241.66,1594397461.5131733
#M-C=65.00,-211.67,-78.83,1594397461.5190303
#G-C=4.00,1.00,0.00,1594397461.5240567
#A-C=-9.22,12.29,241.66,1594397461.533116
#M-C=65.17,-211.17,-77.83,1594397461.5390475
#G-C=9.00,-2.00,4.00,1594397461.5450652
#A-C=-8.19,13.31,241.66,1594397461.5532005
#M-C=65.00,-211.33,-78.33,1594397461.5589862
#G-C=-1.00,-1.00,256.00,1594397461.5640967
#A-C=-9.22,12.29,240.64,1594397461.5730572
#M-C=65.00,-211.17,-78.00,1594397461.579115
#G-C=4.00,-5.00,-3.00,1594397461.5841079
#A-C=-9.22,12.29,241.66,1594397461.593131
#M-C=64.67,-211.33,-78.50,1594397461.5992491
#G-C=-2.00,-5.00,-4.00,1594397461.605295
#A-C=-8.19,12.29,243.71,1594397461.6133356
#M-C=64.50,-211.67,-78.00,1594397461.6190546
#G-C=3.00,-6.00,1.00,1594397461.6254442
#A-C=-9.22,13.31,241.66,1594397461.633211
#M-C=65.33,-211.33,-78.17,1594397461.6397223
#G-C=0.00,-6.00,5.00,1594397461.6448615
#A-C=-9.22,12.29,241.66,1594397461.6530101
#M-C=65.17,-211.17,-77.33,1594397461.6590035
#G-C=9.00,-5.00,4.00,1594397461.6641352
#A-C=-8.19,12.29,243.71,1594397461.6730955
#M-C=65.17,-211.50,-79.00,1594397461.6791134
#G-C=3.00,-7.00,0.00,1594397461.6850705
#A-C=-8.19,11.26,243.71,1594397461.6931632
#M-C=65.17,-210.83,-78.00,1594397461.6991336
#G-C=6.00,-3.00,3.00,1594397461.70675
#A-C=-9.22,12.29,240.64,1594397461.7132494
#M-C=65.00,-211.33,-77.83,1594397461.7193673
#G-C=7.00,-1.00,2.00,1594397461.7249396
#A-C=-9.22,12.29,242.69,1594397461.73322
#M-C=65.00,-211.00,-77.67,1594397461.7403107
#G-C=8.00,-10.00,6.00,1594397461.7450185
#A-C=-9.22,13.31,242.69,1594397461.753154
#M-C=64.83,-211.17,-78.00,1594397461.7593071
#G-C=4.00,-13.00,-3.00,1594397461.764317
#A-C=-9.22,13.31,242.69,1594397461.7741687
#M-C=64.67,-211.33,-78.00,1594397461.7793288
#G-C=9.00,-10.00,-8.00,1594397461.7856243
#A-C=-9.22,13.31,240.64,1594397461.7932055
#M-C=65.00,-211.17,-78.00,1594397461.799332
#G-C=5.00,-4.00,-1.00,1594397461.804435
#A-C=-8.19,11.26,241.66,1594397461.8132234
#M-C=65.33,-211.67,-78.17,1594397461.8193214
#G-C=1.00,-2.00,0.00,1594397461.82471
#A-C=-7.17,12.29,243.71,1594397461.8330598
#M-C=64.67,-211.00,-78.00,1594397461.8389761
#G-C=5.00,-4.00,-3.00,1594397461.8440194
#A-C=-10.24,12.29,243.71,1594397461.8532438
#M-C=64.67,-211.50,-77.67,1594397461.8593457
#G-C=3.00,-10.00,-4.00,1594397461.8645694
#A-C=-8.19,13.31,242.69,1594397461.8741484
#M-C=65.00,-210.67,-78.33,1594397461.8803868
#G-C=8.00,-3.00,1.00,1594397461.8869934
#A-C=-7.17,12.29,239.62,1594397461.8932025
#M-C=64.83,-211.17,-78.50,1594397461.898974
#G-C=4.00,-5.00,2.00,1594397461.9045713
#A-C=-10.24,13.31,242.69,1594397461.913184
#M-C=65.17,-210.83,-78.50,1594397461.919022
#G-C=8.00,4.00,0.00,1594397461.9237945
#A-C=-7.17,11.26,242.69,1594397461.933147
#M-C=65.00,-211.33,-78.17,1594397461.9403992
#G-C=12.00,-3.00,1.00,1594397461.945867
#A-C=-9.22,12.29,243.71,1594397461.9532921
#M-C=64.83,-211.00,-78.00,1594397461.9590805
#G-C=0.00,-7.00,-1.00,1594397461.9638567
#A-C=-9.22,12.29,240.64,1594397461.9731045
#M-C=65.50,-211.00,-78.17,1594397461.979029
#G-C=6.00,-6.00,4.00,1594397461.9843705
#A-C=-8.19,12.29,241.66,1594397461.9932718
#M-C=64.67,-211.50,-78.33,1594397461.999398
#G-C=5.00,3.00,0.00,1594397462.005425
#A-C=-9.22,11.26,241.66,1594397462.0132337
#M-C=64.83,-211.17,-78.50,1594397462.019114
#G-C=3.00,-4.00,-4.00,1594397462.0252047
#A-C=-7.17,13.31,241.66,1594397462.033254
#M-C=65.00,-211.17,-77.83,1594397462.0391107
#G-C=4.00,-12.00,-3.00,1594397462.0452685
#A-C=-9.22,11.26,241.66,1594397462.0532148
#M-C=65.00,-211.00,-78.33,1594397462.0592926
#G-C=6.00,-5.00,-5.00,1594397462.0644062
#A-C=-8.19,12.29,242.69,1594397462.073266
#M-C=64.67,-210.83,-77.83,1594397462.0789876
#G-C=3.00,-10.00,-3.00,1594397462.0840216
#A-C=-8.19,13.31,241.66,1594397462.093199
#M-C=65.00,-211.67,-78.67,1594397462.099429
#G-C=-1.00,-8.00,1.00,1594397462.10547
#A-C=-8.19,11.26,241.66,1594397462.1133118
#M-C=65.67,-210.83,-78.17,1594397462.1191373
#G-C=8.00,-5.00,-1.00,1594397462.1242936
#A-C=-7.17,13.31,238.59,1594397462.1331089
#M-C=64.83,-212.00,-78.33,1594397462.1389773
#G-C=2.00,-3.00,-3.00,1594397462.144101
#A-C=-6.14,13.31,240.64,1594397462.1531808
#M-C=65.00,-211.17,-77.33,1594397462.1590292
#G-C=4.00,-4.00,2.00,1594397462.1651187
#A-C=-8.19,12.29,241.66,1594397462.1732693
#M-C=65.17,-211.83,-78.67,1594397462.1791914
#G-C=5.00,-3.00,-1.00,1594397462.1860783
#A-C=-8.19,12.29,241.66,1594397462.193052
#M-C=65.33,-211.17,-78.17,1594397462.199027
#G-C=3.00,-9.00,-4.00,1594397462.204724
#A-C=-7.17,13.31,243.71,1594397462.2133324
