0,1,2,3
#A-C=-9.22,4.10,242.69,1594395578.0304234
#M-C=-79.83,-238.67,-157.67,1594395578.037327
#G-C=2.00,-10.00,-5.00,1594395578.043397
#A-C=-9.22,4.10,243.71,1594395578.049157
#M-C=-79.83,-238.83,-157.00,1594395578.0551424
#G-C=1.00,-1.00,3.00,1594395578.0601187
#A-C=-8.19,4.10,243.71,1594395578.0692425
#M-C=-80.50,-238.17,-157.00,1594395578.075764
#G-C=0.00,-7.00,2.00,1594395578.0813222
#A-C=-8.19,4.10,243.71,1594395578.0892775
#M-C=-79.83,-238.83,-157.00,1594395578.0951629
#G-C=1.00,-4.00,-255.00,1594395578.0999777
#A-C=-8.19,3.07,244.74,1594395578.1092079
#M-C=-79.50,-239.00,-157.17,1594395578.1151357
#G-C=-3.00,-7.00,8.00,1594395578.1206453
#A-C=-7.17,4.10,242.69,1594395578.129335
#M-C=-80.00,-238.33,-157.17,1594395578.1351218
#G-C=255.00,-5.00,-2.00,1594395578.140251
#A-C=-9.22,4.10,241.66,1594395578.150119
#M-C=-80.33,-238.67,-157.17,1594395578.1584377
#G-C=5.00,-7.00,-3.00,1594395578.1642168
#A-C=-8.19,4.10,242.69,1594395578.1690972
#M-C=-79.50,-238.67,-157.17,1594395578.1751397
#G-C=4.00,-3.00,-1.00,1594395578.1805136
#A-C=-7.17,3.07,243.71,1594395578.1892073
#M-C=-80.00,-238.50,-157.50,1594395578.195388
#G-C=6.00,-5.00,-1.00,1594395578.2006235
#A-C=-8.19,5.12,243.71,1594395578.2091072
#M-C=-79.83,-238.33,-157.00,1594395578.2152126
#G-C=3.00,-5.00,-2.00,1594395578.2219024
#A-C=-8.19,1.02,245.76,1594395578.2291963
#M-C=-79.83,-238.50,-157.67,1594395578.235084
#G-C=8.00,-7.00,-4.00,1594395578.239558
#A-C=-7.17,2.05,242.69,1594395578.2501915
#M-C=-80.17,-239.00,-157.50,1594395578.255928
#G-C=1.00,-13.00,-1.00,1594395578.2612526
#A-C=-8.19,6.14,245.76,1594395578.2691948
#M-C=-80.17,-239.00,-157.50,1594395578.2751095
#G-C=16.00,-8.00,-6.00,1594395578.2798889
#A-C=-8.19,4.10,243.71,1594395578.2892118
#M-C=-80.17,-238.83,-157.50,1594395578.295532
#G-C=-1.00,-10.00,-6.00,1594395578.3023875
#A-C=-7.17,6.14,243.71,1594395578.3091118
#M-C=-79.67,-238.50,-157.33,1594395578.3151522
#G-C=6.00,-5.00,-1.00,1594395578.320699
#A-C=-8.19,4.10,242.69,1594395578.3292575
#M-C=-79.83,-238.67,-157.00,1594395578.3354397
#G-C=3.00,-4.00,-1.00,1594395578.3410838
#A-C=-8.19,4.10,243.71,1594395578.3492498
#M-C=-79.83,-239.00,-157.67,1594395578.3551347
#G-C=3.00,-7.00,4.00,1594395578.3600087
#A-C=-9.22,4.10,244.74,1594395578.3692417
#M-C=-80.67,-238.67,-157.67,1594395578.3753576
#G-C=2.00,-6.00,1.00,1594395578.381464
#A-C=-7.17,3.07,241.66,1594395578.3891912
#M-C=-79.67,-239.17,-157.83,1594395578.3952074
#G-C=5.00,-11.00,-2.00,1594395578.400361
#A-C=-9.22,4.10,243.71,1594395578.4091825
#M-C=-80.00,-238.50,-157.50,1594395578.4154556
#G-C=-2.00,-4.00,3.00,1594395578.4216437
#A-C=-8.19,4.10,242.69,1594395578.429133
#M-C=-80.33,-238.83,-158.17,1594395578.4352791
#G-C=1.00,-4.00,-3.00,1594395578.4417992
#A-C=-8.19,4.10,243.71,1594395578.4492636
#M-C=-80.50,-238.33,-157.67,1594395578.4552503
#G-C=-5.00,-6.00,6.00,1594395578.4620106
#A-C=-8.19,4.10,242.69,1594395578.4691858
#M-C=-80.33,-239.00,-158.00,1594395578.4751222
#G-C=10.00,-10.00,-1.00,1594395578.4798882
#A-C=-8.19,4.10,244.74,1594395578.4892614
#M-C=-80.50,-238.83,-157.33,1594395578.4954753
#G-C=7.00,-7.00,-2.00,1594395578.501639
#A-C=-7.17,3.07,243.71,1594395578.5092132
#M-C=-80.33,-238.83,-158.00,1594395578.5153193
#G-C=3.00,-5.00,2.00,1594395578.521551
#A-C=-8.19,4.10,244.74,1594395578.5293193
#M-C=-80.67,-239.17,-157.67,1594395578.5351403
#G-C=6.00,-11.00,2.00,1594395578.5403976
#A-C=-10.24,4.10,242.69,1594395578.5492957
#M-C=-80.17,-238.83,-158.33,1594395578.5558813
#G-C=0.00,-8.00,0.00,1594395578.5625553
#A-C=-8.19,4.10,243.71,1594395578.5691953
#M-C=-80.33,-238.50,-157.50,1594395578.575128
#G-C=-4.00,-6.00,1.00,1594395578.580437
#A-C=-9.22,4.10,243.71,1594395578.5892532
#M-C=-80.00,-238.67,-158.00,1594395578.5952718
#G-C=6.00,-10.00,-6.00,1594395578.6016502
#A-C=-8.19,5.12,245.76,1594395578.6091814
#M-C=-80.00,-238.50,-157.67,1594395578.6153271
#G-C=5.00,-6.00,2.00,1594395578.6207645
#A-C=-9.22,4.10,244.74,1594395578.6293259
#M-C=-80.50,-238.50,-157.83,1594395578.6354756
#G-C=3.00,-2.00,7.00,1594395578.641696
#A-C=-8.19,4.10,243.71,1594395578.6492023
#M-C=-80.50,-238.33,-157.50,1594395578.6551816
#G-C=6.00,-12.00,-2.00,1594395578.6615856
#A-C=-8.19,3.07,242.69,1594395578.6692681
#M-C=-80.50,-238.83,-159.17,1594395578.6757019
#G-C=6.00,-255.00,-2.00,1594395578.6820016
#A-C=-8.19,4.10,244.74,1594395578.689255
#M-C=-80.33,-239.00,-158.00,1594395578.6955557
#G-C=5.00,-5.00,1.00,1594395578.701865
#A-C=-11.26,6.14,243.71,1594395578.709146
#M-C=-80.17,-238.50,-157.50,1594395578.7154157
#G-C=2.00,-8.00,-1.00,1594395578.723076
#A-C=-8.19,4.10,243.71,1594395578.729285
#M-C=-80.17,-238.33,-157.50,1594395578.7352133
#G-C=2.00,-1.00,0.00,1594395578.741612
#A-C=-7.17,3.07,244.74,1594395578.750408
#M-C=-80.17,-238.67,-157.67,1594395578.7578554
#G-C=7.00,-4.00,-2.00,1594395578.763055
#A-C=-7.17,4.10,243.71,1594395578.7694588
#M-C=-80.17,-238.83,-157.67,1594395578.7750766
#G-C=0.00,-3.00,1.00,1594395578.7793367
#A-C=-8.19,5.12,241.66,1594395578.7891123
#M-C=-80.50,-238.50,-157.83,1594395578.795136
#G-C=-4.00,-8.00,-1.00,1594395578.8017008
#A-C=-8.19,4.10,242.69,1594395578.8092222
#M-C=-80.17,-238.67,-157.50,1594395578.8150644
#G-C=8.00,-8.00,-4.00,1594395578.819301
#A-C=-9.22,4.10,245.76,1594395578.8292553
#M-C=-80.67,-238.17,-157.67,1594395578.8368392
#G-C=4.00,-5.00,-2.00,1594395578.841962
#A-C=-8.19,3.07,244.74,1594395578.850157
#M-C=-80.33,-238.83,-157.33,1594395578.8567765
#G-C=1.00,-7.00,-3.00,1594395578.863013
#A-C=-8.19,4.10,243.71,1594395578.8691125
#M-C=-80.67,-238.50,-157.33,1594395578.8751583
#G-C=-255.00,-5.00,-5.00,1594395578.8808844
#A-C=-9.22,3.07,242.69,1594395578.8893209
#M-C=-80.50,-238.67,-157.67,1594395578.8953362
#G-C=8.00,-11.00,0.00,1594395578.9003618
#A-C=-7.17,3.07,244.74,1594395578.9091225
#M-C=-80.17,-238.50,-157.50,1594395578.9156528
#G-C=6.00,-5.00,-1.00,1594395578.921741
#A-C=-9.22,4.10,242.69,1594395578.9292865
#M-C=-80.33,-238.67,-157.50,1594395578.9368398
#G-C=2.00,-4.00,-3.00,1594395578.9424174
#A-C=-8.19,3.07,241.66,1594395578.9492037
#M-C=-80.17,-238.83,-157.67,1594395578.9553037
#G-C=0.00,-5.00,0.00,1594395578.961093
#A-C=-8.19,3.07,242.69,1594395578.9702778
#M-C=-80.50,-238.00,-157.67,1594395578.9779186
#G-C=6.00,-9.00,3.00,1594395578.9825022
#A-C=-8.19,4.10,243.71,1594395578.9892673
#M-C=-80.83,-238.50,-158.00,1594395578.9951007
#G-C=5.00,-4.00,-3.00,1594395579.0000536
#A-C=-7.17,3.07,244.74,1594395579.0092192
#M-C=-80.67,-238.67,-158.00,1594395579.0151148
#G-C=-2.00,-5.00,-5.00,1594395579.0207996
#A-C=-9.22,2.05,246.78,1594395579.0293076
#M-C=-80.17,-238.67,-157.67,1594395579.0351985
#G-C=7.00,-3.00,-3.00,1594395579.041811
#A-C=-7.17,2.05,244.74,1594395579.049334
#M-C=-80.50,-238.67,-157.50,1594395579.0563889
#G-C=7.00,-4.00,-2.00,1594395579.0624259
#A-C=-9.22,2.05,245.76,1594395579.070202
#M-C=-80.33,-238.50,-157.33,1594395579.0773616
#G-C=3.00,-8.00,-1.00,1594395579.083896
#A-C=-8.19,4.10,242.69,1594395579.0891678
#M-C=-80.17,-238.67,-157.33,1594395579.0953052
#G-C=1.00,-6.00,1.00,1594395579.1006243
#A-C=-7.17,4.10,243.71,1594395579.1092253
#M-C=-80.33,-238.33,-157.50,1594395579.1150923
#G-C=4.00,-6.00,-1.00,1594395579.1201253
#A-C=-7.17,4.10,243.71,1594395579.129373
#M-C=-80.67,-238.50,-157.67,1594395579.1359413
#G-C=11.00,-5.00,-1.00,1594395579.1423218
#A-C=-8.19,4.10,243.71,1594395579.1492457
#M-C=-80.33,-238.67,-157.50,1594395579.1551158
#G-C=12.00,-5.00,-1.00,1594395579.159969
#A-C=-8.19,4.10,244.74,1594395579.169238
#M-C=-80.17,-238.50,-157.83,1594395579.1756914
#G-C=12.00,-9.00,0.00,1594395579.1817393
#A-C=-8.19,4.10,243.71,1594395579.1892498
#M-C=-80.33,-238.50,-157.67,1594395579.195327
#G-C=3.00,-4.00,4.00,1594395579.2014284
#A-C=-9.22,4.10,243.71,1594395579.20919
#M-C=-80.50,-238.83,-158.00,1594395579.2160144
#G-C=7.00,-6.00,2.00,1594395579.2234774
#A-C=-8.19,3.07,244.74,1594395579.2293215
#M-C=-80.67,-238.83,-157.33,1594395579.2350945
#G-C=10.00,-11.00,-6.00,1594395579.2395413
#A-C=-9.22,4.10,243.71,1594395579.249175
#M-C=-80.17,-238.83,-158.00,1594395579.2554102
#G-C=10.00,-6.00,-1.00,1594395579.2613597
#A-C=-12.29,7.17,241.66,1594395579.2691648
#M-C=-80.67,-238.50,-157.50,1594395579.2751458
#G-C=18.00,0.00,-4.00,1594395579.279514
#A-C=-8.19,4.10,243.71,1594395579.2892985
#M-C=-79.67,-238.83,-158.00,1594395579.2964401
#G-C=12.00,-6.00,5.00,1594395579.3029487
#A-C=-10.24,4.10,243.71,1594395579.3091252
#M-C=-80.83,-238.83,-157.33,1594395579.31548
#G-C=8.00,-6.00,4.00,1594395579.3209531
#A-C=29.70,-26.62,246.78,1594395579.3292224
#M-C=-81.67,-239.00,-158.83,1594395579.3357625
#G-C=7.00,-6.00,47.00,1594395579.3421922
#A-C=-14.34,6.14,243.71,1594395579.3491743
#M-C=-83.00,-239.00,-158.33,1594395579.3551524
#G-C=8.00,-12.00,262.00,1594395579.3597362
#A-C=-24.58,18.43,243.71,1594395579.3692424
#M-C=-85.00,-238.50,-159.83,1594395579.3765178
#G-C=-8.00,-15.00,235.00,1594395579.3806129
#A-C=-12.29,11.26,244.74,1594395579.3892696
#M-C=-85.00,-237.67,-158.83,1594395579.3953989
#G-C=2.00,-12.00,-194.00,1594395579.4015045
#A-C=-8.19,5.12,245.76,1594395579.4090996
#M-C=-85.00,-238.67,-160.50,1594395579.4152482
#G-C=-5.00,-9.00,-3.00,1594395579.42157
#A-C=-7.17,4.10,243.71,1594395579.4292033
#M-C=-85.33,-238.17,-159.50,1594395579.4354382
#G-C=-1.00,-9.00,-7.00,1594395579.4416087
#A-C=-8.19,4.10,241.66,1594395579.4491982
#M-C=-85.17,-238.33,-159.33,1594395579.4551787
#G-C=2.00,-8.00,-4.00,1594395579.4616277
#A-C=-8.19,4.10,243.71,1594395579.4692013
#M-C=-84.83,-238.50,-159.33,1594395579.4762683
#G-C=4.00,-11.00,-2.00,1594395579.4832466
#A-C=-8.19,4.10,244.74,1594395579.4892092
#M-C=-84.67,-238.17,-161.50,1594395579.4951081
#G-C=-2.00,-10.00,1.00,1594395579.4995625
#A-C=-9.22,4.10,243.71,1594395579.5091295
#M-C=-85.00,-237.83,-159.33,1594395579.515145
#G-C=8.00,-6.00,-6.00,1594395579.5212429
#A-C=-7.17,3.07,243.71,1594395579.5292313
#M-C=-85.00,-238.17,-159.17,1594395579.5353005
#G-C=5.00,-6.00,0.00,1594395579.540376
#A-C=-8.19,3.07,243.71,1594395579.5491898
#M-C=-85.50,-237.83,-159.17,1594395579.5552878
#G-C=6.00,-3.00,-1.00,1594395579.5608265
#A-C=-7.17,4.10,244.74,1594395579.5691705
#M-C=-85.33,-238.33,-158.83,1594395579.5753932
#G-C=-1.00,-8.00,254.00,1594395579.5802581
#A-C=-8.19,3.07,242.69,1594395579.5893323
#M-C=-84.83,-238.00,-159.17,1594395579.5953324
#G-C=13.00,-6.00,3.00,1594395579.6009495
#A-C=-8.19,5.12,243.71,1594395579.6091497
#M-C=-85.17,-238.33,-159.50,1594395579.6156626
#G-C=256.00,-6.00,1.00,1594395579.6212027
#A-C=-7.17,3.07,245.76,1594395579.629363
#M-C=-85.33,-238.00,-159.33,1594395579.6352508
#G-C=2.00,-4.00,-7.00,1594395579.6406958
#A-C=-8.19,4.10,245.76,1594395579.6492882
#M-C=-85.17,-238.00,-159.33,1594395579.6557028
#G-C=3.00,-7.00,-1.00,1594395579.6615152
#A-C=-9.22,4.10,245.76,1594395579.6701467
#M-C=-85.33,-238.33,-159.67,1594395579.6777258
#G-C=5.00,-10.00,-1.00,1594395579.6837595
#A-C=-7.17,4.10,243.71,1594395579.689201
#M-C=-85.67,-238.17,-159.50,1594395579.695176
#G-C=6.00,-1.00,-3.00,1594395579.7004507
#A-C=-7.17,5.12,242.69,1594395579.7091975
#M-C=-85.83,-238.17,-159.50,1594395579.7152455
#G-C=7.00,-10.00,-5.00,1594395579.7213855
#A-C=5.12,-22.53,249.86,1594395579.7292638
#M-C=-86.00,-238.17,-160.33,1594395579.7356675
#G-C=19.00,-3.00,109.00,1594395579.7407365
#A-C=-11.26,-4.10,261.12,1594395579.7492115
#M-C=-88.50,-237.50,-160.33,1594395579.7557936
#G-C=59.00,-59.00,250.00,1594395579.762177
#A-C=-39.94,-13.31,282.62,1594395579.770144
#M-C=-88.00,-236.83,-161.00,1594395579.7770424
#G-C=195.00,-63.00,222.00,1594395579.781645
#A-C=-41.98,12.29,235.52,1594395579.7892182
#M-C=-87.83,-236.00,-159.67,1594395579.7953346
#G-C=209.00,13.00,174.00,1594395579.8006306
#A-C=-20.48,18.43,254.98,1594395579.8096077
#M-C=-86.83,-235.50,-158.50,1594395579.8194783
#G-C=329.00,203.00,102.00,1594395579.8246267
#A-C=-50.18,23.55,271.36,1594395579.8299348
#M-C=-85.33,-234.00,-155.67,1594395579.8353307
#G-C=458.00,188.00,162.00,1594395579.8400412
#A-C=-46.08,18.43,270.34,1594395579.849166
#M-C=-84.83,-233.50,-152.67,1594395579.855343
#G-C=339.00,421.00,231.00,1594395579.8608441
#A-C=-41.98,45.06,256.00,1594395579.8692477
#M-C=-85.17,-232.83,-142.33,1594395579.8751276
#G-C=192.00,850.00,203.00,1594395579.8802736
#A-C=-57.34,66.56,305.15,1594395579.890094
#M-C=-87.50,-231.83,-135.00,1594395579.895042
#G-C=-201.00,729.00,300.00,1594395579.9000192
#A-C=-45.06,84.99,285.70,1594395579.9091883
#M-C=-94.67,-226.00,-118.50,1594395579.9151068
#G-C=-511.00,556.00,315.00,1594395579.9202797
#A-C=-10.24,81.92,283.65,1594395579.9292536
#M-C=-98.67,-222.83,-108.67,1594395579.9353678
#G-C=-623.00,745.00,207.00,1594395579.9407623
#A-C=11.26,76.80,274.43,1594395579.9491801
#M-C=-109.83,-213.50,-88.00,1594395579.9554245
#G-C=-660.00,881.00,438.00,1594395579.961031
#A-C=10.24,65.54,244.74,1594395579.969095
#M-C=-116.00,-206.83,-77.67,1594395579.9751499
#G-C=-691.00,862.00,581.00,1594395579.9801114
#A-C=28.67,48.13,231.42,1594395579.989243
#M-C=-129.33,-191.67,-58.67,1594395579.995154
#G-C=-764.00,781.00,577.00,1594395580.0014532
#A-C=37.89,29.70,220.16,1594395580.0091698
#M-C=-135.00,-183.33,-50.33,1594395580.0150938
#G-C=-779.00,577.00,570.00,1594395580.0204246
#A-C=39.94,23.55,204.80,1594395580.0291917
#M-C=-145.33,-167.50,-36.83,1594395580.0355043
#G-C=-741.00,416.00,614.00,1594395580.0423262
#A-C=38.91,18.43,193.54,1594395580.049276
#M-C=-150.00,-160.50,-30.00,1594395580.055108
#G-C=-615.00,460.00,552.00,1594395580.0606062
#A-C=45.06,19.46,196.61,1594395580.0691886
#M-C=-156.50,-147.50,-20.33,1594395580.0770755
#G-C=-497.00,588.00,428.00,1594395580.0823789
#A-C=37.89,24.58,204.80,1594395580.089344
#M-C=-159.50,-141.00,-15.67,1594395580.095346
#G-C=-426.00,600.00,375.00,1594395580.1022518
#A-C=34.82,32.77,205.82,1594395580.1091309
#M-C=-163.83,-131.83,-8.67,1594395580.115088
#G-C=-424.00,528.00,326.00,1594395580.120114
#A-C=39.94,45.06,194.56,1594395580.1292043
#M-C=-165.83,-127.50,-4.17,1594395580.1356769
#G-C=-421.00,515.00,250.00,1594395580.1409678
#A-C=33.79,54.27,193.54,1594395580.1492386
#M-C=-168.83,-119.50,2.00,1594395580.1551132
#G-C=-438.00,664.00,218.00,1594395580.1600358
#A-C=39.94,61.44,197.63,1594395580.1694262
#M-C=-170.00,-115.33,5.67,1594395580.1750631
#G-C=-400.00,943.00,194.00,1594395580.1802351
#A-C=40.96,67.58,199.68,1594395580.1891606
#M-C=-171.67,-108.00,10.33,1594395580.1950793
#G-C=-316.00,1101.00,183.00,1594395580.2004013
#A-C=41.98,74.75,197.63,1594395580.2091422
#M-C=-172.33,-104.00,13.83,1594395580.215074
#G-C=-232.00,1263.00,168.00,1594395580.220692
#A-C=35.84,79.87,204.80,1594395580.2291923
#M-C=-173.67,-97.50,18.17,1594395580.2351334
#G-C=-179.00,1457.00,121.00,1594395580.2415543
#A-C=38.91,90.11,199.68,1594395580.2491357
#M-C=-173.50,-94.00,20.67,1594395580.255233
#G-C=-167.00,1518.00,73.00,1594395580.260875
#A-C=49.15,97.28,198.66,1594395580.269078
#M-C=-173.17,-90.50,23.33,1594395580.2751267
#G-C=-126.00,1691.00,48.00,1594395580.2815464
#A-C=41.98,100.35,205.82,1594395580.2891414
#M-C=-172.83,-84.83,26.67,1594395580.2955403
#G-C=-155.00,1664.00,24.00,1594395580.3019707
#A-C=52.22,115.71,198.66,1594395580.309543
#M-C=-172.33,-82.67,27.67,1594395580.3173523
#G-C=-160.00,1539.00,-28.00,1594395580.323675
#A-C=54.27,125.95,187.39,1594395580.3291757
#M-C=-171.83,-78.00,30.83,1594395580.3352206
#G-C=-114.00,1605.00,-61.00,1594395580.3416278
#A-C=62.46,141.31,173.06,1594395580.3492188
#M-C=-171.83,-75.83,32.67,1594395580.3550873
#G-C=-94.00,1919.00,-26.00,1594395580.3599818
#A-C=50.18,151.55,175.10,1594395580.369324
#M-C=-171.67,-69.83,34.83,1594395580.3759532
#G-C=-129.00,2117.00,-11.00,1594395580.381092
#A-C=43.01,164.86,174.08,1594395580.3892827
#M-C=-171.33,-67.50,36.33,1594395580.3950722
#G-C=-204.00,2220.00,-105.00,1594395580.4003687
#A-C=47.10,184.32,159.74,1594395580.409105
#M-C=-169.17,-62.33,39.00,1594395580.4152317
#G-C=-287.00,2353.00,-171.00,1594395580.4234552
#A-C=47.10,187.39,169.98,1594395580.429343
#M-C=-168.50,-60.00,41.00,1594395580.435103
#G-C=-336.00,2237.00,-130.00,1594395580.4402742
#A-C=50.18,191.49,178.18,1594395580.4491923
#M-C=-166.33,-55.17,42.83,1594395580.455178
#G-C=-283.00,1744.00,-49.00,1594395580.4621565
#A-C=52.22,207.87,143.36,1594395580.4692533
#M-C=-165.17,-53.17,43.00,1594395580.4757683
#G-C=-130.00,1437.00,36.00,1594395580.481037
#A-C=60.42,208.90,140.29,1594395580.490114
#M-C=-164.67,-47.33,42.83,1594395580.4950342
#G-C=25.00,1551.00,114.00,1594395580.5001204
#A-C=58.37,206.85,163.84,1594395580.5091443
#M-C=-163.67,-44.33,42.33,1594395580.5150805
#G-C=-3.00,1561.00,147.00,1594395580.5201633
#A-C=62.46,201.73,177.15,1594395580.529324
#M-C=-163.67,-40.50,43.83,1594395580.535076
#G-C=-104.00,1076.00,162.00,1594395580.5400412
#A-C=59.39,217.09,147.46,1594395580.5495458
#M-C=-163.67,-38.50,45.33,1594395580.5595014
#G-C=-275.00,977.00,154.00,1594395580.564684
#A-C=59.39,223.23,119.81,1594395580.5697634
#M-C=-163.67,-36.00,48.00,1594395580.5750942
#G-C=-271.00,1000.00,93.00,1594395580.5800016
#A-C=51.20,226.30,103.42,1594395580.5903268
#M-C=-164.00,-34.17,49.17,1594395580.599815
#G-C=-246.00,957.00,3.00,1594395580.6050794
#A-C=60.42,220.16,108.54,1594395580.6099203
#M-C=-163.33,-33.17,51.50,1594395580.6152225
#G-C=-203.00,640.00,-29.00,1594395580.6215541
#A-C=59.39,217.09,103.42,1594395580.6292546
#M-C=-162.67,-32.67,51.83,1594395580.6353343
#G-C=-182.00,128.00,41.00,1594395580.6408172
#A-C=62.46,218.11,97.28,1594395580.6490688
#M-C=-162.50,-34.17,52.17,1594395580.6551445
#G-C=-90.00,-391.00,115.00,1594395580.661656
#A-C=59.39,221.18,96.26,1594395580.6690953
#M-C=-162.17,-35.17,52.50,1594395580.6750953
#G-C=44.00,-749.00,138.00,1594395580.6803944
#A-C=59.39,220.16,111.62,1594395580.6891377
#M-C=-162.17,-38.33,50.50,1594395580.6951547
#G-C=160.00,-1040.00,131.00,1594395580.7013247
#A-C=56.32,217.09,123.90,1594395580.710206
#M-C=-162.33,-40.50,49.83,1594395580.71588
#G-C=217.00,-1503.00,83.00,1594395580.7225268
#A-C=57.34,216.06,132.10,1594395580.7292662
#M-C=-161.67,-46.33,46.50,1594395580.735127
#G-C=264.00,-1829.00,17.00,1594395580.7403858
#A-C=64.51,214.02,149.50,1594395580.7493246
#M-C=-161.00,-49.17,45.17,1594395580.7558293
#G-C=318.00,-2152.00,-53.00,1594395580.761399
#A-C=67.58,216.06,152.58,1594395580.7691574
#M-C=-160.83,-57.17,40.00,1594395580.7750323
#G-C=381.00,-2490.00,-90.00,1594395580.7801242
#A-C=61.44,218.11,135.17,1594395580.7892485
#M-C=-161.00,-59.83,38.17,1594395580.7960656
#G-C=337.00,-2619.00,-63.00,1594395580.8025577
#A-C=53.25,206.85,143.36,1594395580.8101845
#M-C=-160.00,-64.67,34.17,1594395580.817059
#G-C=-6.00,-2120.00,-132.00,1594395580.8232625
#A-C=63.49,181.25,145.41,1594395580.8292632
#M-C=-158.33,-65.50,35.00,1594395580.8350842
#G-C=-329.00,-1575.00,-278.00,1594395580.8408103
#A-C=58.37,162.82,165.89,1594395580.849329
#M-C=-155.17,-69.00,34.00,1594395580.8564553
#G-C=-474.00,-1345.00,-361.00,1594395580.8618038
#A-C=67.58,144.38,196.61,1594395580.8691432
#M-C=-154.33,-70.00,35.00,1594395580.8756044
#G-C=-608.00,-1455.00,-407.00,1594395580.8805752
#A-C=83.97,169.98,202.75,1594395580.889296
#M-C=-151.67,-74.00,34.83,1594395580.896068
#G-C=-653.00,-1294.00,-401.00,1594395580.9034438
#A-C=92.16,187.39,196.61,1594395580.9114
